5.313999999999999835e-01,5.905000000000000249e-01,5.905000000000000249e-01,5.313999999999999835e-01
5.313999999999999835e-01,0.000000000000000000e+00,6.561000000000000165e-01,5.905000000000000249e-01
5.905000000000000249e-01,7.289999999999999813e-01,5.905000000000000249e-01,6.561000000000000165e-01
6.561000000000000165e-01,0.000000000000000000e+00,5.905000000000000249e-01,5.905000000000000249e-01
5.905000000000000249e-01,6.561000000000000165e-01,0.000000000000000000e+00,5.313999999999999835e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.100000000000000533e-01,0.000000000000000000e+00,6.561000000000000165e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.561000000000000165e-01,0.000000000000000000e+00,7.289999999999999813e-01,5.905000000000000249e-01
6.561000000000000165e-01,8.100000000000000533e-01,8.100000000000000533e-01,0.000000000000000000e+00
7.289999999999999813e-01,9.000000000000000222e-01,0.000000000000000000e+00,7.289999999999999813e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.100000000000000533e-01,9.000000000000000222e-01,7.289999999999999813e-01
8.100000000000000533e-01,9.000000000000000222e-01,1.000000000000000000e+00,8.100000000000000533e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
